Species;Area;Realm;Cryptogenic;Introduced;Dispersal;Established;Eradicated;Intentional_Release;Year;Reference Year;Reference
Cadra cautella;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra cautella;Venezuela;Neotropical;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra cautella;Bulgaria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra cautella;Poland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra cautella;Cyprus;Saharo-Arabian;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra cautella;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra cautella;Japan;Sino-Japanese;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra cautella;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra figulilella;Slovenia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra figulilella;Croatia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra figulilella;Belarus;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra figulilella;Cyprus;Saharo-Arabian;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra figulilella;Sweden;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra figulilella;Germany;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra figulilella;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra figulilella;Bulgaria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cadra figulilella;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Brephidium exilis;Saudi Arabia;Saharo-Arabian;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Bucculatrix ainsliella;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Bupalus piniaria;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia azaleella;Sweden;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia azaleella;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia azaleella;Slovenia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia azaleella;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia azaleella;Croatia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia azaleella;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia azaleella;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia azaleella;Poland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia azaleella;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia azaleella;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia roscipennella;Italy;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia roscipennella;Czechia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia roscipennella;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caloptilia roscipennella;Croatia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Belarus;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Belgium;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Luxembourg;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Czechia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Norway;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Switzerland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Croatia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Estonia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Latvia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Russia Asia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Slovenia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Ukraine;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Bosnia and Herzegovina;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Serbia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Poland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Liechtenstein;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Moldova;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Turkey;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Sweden;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Slovakia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria ohridella;Romania;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chilo partellus;Kenya;Afrotropical;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chilo partellus;South Africa;Afrotropical;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chilo suppressalis;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chilo suppressalis;Russia Asia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Callopistria floridensis;Belgium;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Callopistria maillardi;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cameraria gaultheriella;Belgium;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Caphys biliniata;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Carposina autologa;South Africa;Afrotropical;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cathayia insularum;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chiasmia aestimaria;Germany;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chrysodeixis acuta;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chrysodeixis acuta;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chrysodeixis chalcites;Sweden;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chrysodeixis chalcites;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chrysodeixis chalcites;Poland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora laricella;United States;Nearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora laricella;Sweden;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora laricella;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora laricella;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora spiraeella;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora spiraeella;Czechia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora spiraeella;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora spiraeella;Slovenia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora spiraeella;Italy;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chlumetia brevisigna;Japan;Sino-Japanese;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Choreutis nemorana;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Choristoneura lafauryana;Italy;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Choristoneura freemani;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Chrysoesthia sexguttella;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Clavigesta sylvestrana;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Clepsis peritana;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cnephasia pumicana;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora coxi;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora serratella;United States;Nearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora texanella;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleotechnites piceaella;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleotechnites piceaella;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleotechnites piceaella;Slovakia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleotechnites piceaella;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Corcyra cephalonica;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Corcyra cephalonica;Venezuela;Neotropical;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Corcyra cephalonica;Sweden;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Corcyra cephalonica;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Corcyra cephalonica;Germany;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Corcyra cephalonica;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Corcyra cephalonica;Japan;Sino-Japanese;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Crocidosema plebejana;Cambodia;Oriental;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Crocidosema plebejana;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Crocidosema plebejana;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cryptophlebia leucotreta;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cryptophlebia leucotreta;Israel;Saharo-Arabian;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Georgia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Germany;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Russia Asia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Hungary;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Slovakia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Romania;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Turkey;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Moldova;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Turkey;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Poland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Croatia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Belgium;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Slovenia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Luxembourg;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydalima perspectalis;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydia conicolana;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydia conicolana;Italy;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydia pomonella;South Africa;Afrotropical;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydia pomonella;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Coleophora versurella;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Comotia torsicornis;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Conopomorpha litchiella;Japan;Sino-Japanese;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Conopomorpha sinensis;Japan;Sino-Japanese;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Copaxa lavendera;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cremastobombycia lantanella;South Africa;Afrotropical;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Crocidolomia binotalis;Japan;Sino-Japanese;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Crocidophora butleri;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cryphia algae;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cryptoblabes gnidiella;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cupha erymanthis;Japan;Sino-Japanese;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydia deshaisiana;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydia grunertiana;Sweden;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
